2024-08-14 | 15:05:43.564 | DEBUG | passlib.utils.compat:__getattr__:449 | Thread 11848 | loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:24:03.682 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 5.496s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:03.683 | INFO | sqlalchemy.engine.Engine:_connection_rollback_impl:2702 | Thread 1468 | ROLLBACK
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.119 | INFO | sqlalchemy.engine.Engine:_connection_begin_impl:2699 | Thread 1468 | BEGIN (implicit)
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.119 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.119 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 5.942s ago] (UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.121 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT user_1.id AS user_1_id, roles.id AS roles_id, roles.name AS roles_name, roles.description AS roles_description, roles.created_at AS roles_created_at 
FROM "user" AS user_1 JOIN user_roles AS user_roles_1 ON user_1.id = user_roles_1.user_id JOIN roles ON roles.id = user_roles_1.role_id 
WHERE user_1.id IN ($1::UUID)
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.121 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 5.941s ago] (UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.122 | INFO | root:get_user_by_id:44 | Thread 1468 | Попытка получение пользователя с UUID: c7b0e966-debb-403b-be3e-5d6445d88f86
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.123 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.123 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 5.937s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.124 | INFO | sqlalchemy.engine.Engine:_connection_rollback_impl:2702 | Thread 1468 | ROLLBACK
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.484 | INFO | sqlalchemy.engine.Engine:_connection_begin_impl:2699 | Thread 1468 | BEGIN (implicit)
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.485 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.485 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 6.307s ago] (UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.487 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT user_1.id AS user_1_id, roles.id AS roles_id, roles.name AS roles_name, roles.description AS roles_description, roles.created_at AS roles_created_at 
FROM "user" AS user_1 JOIN user_roles AS user_roles_1 ON user_1.id = user_roles_1.user_id JOIN roles ON roles.id = user_roles_1.role_id 
WHERE user_1.id IN ($1::UUID)
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.487 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 6.306s ago] (UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.488 | INFO | root:get_user_by_id:44 | Thread 1468 | Попытка получение пользователя с UUID: c7b0e966-debb-403b-be3e-5d6445d88f86
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.488 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.489 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 6.302s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.489 | INFO | sqlalchemy.engine.Engine:_connection_rollback_impl:2702 | Thread 1468 | ROLLBACK
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.803 | INFO | sqlalchemy.engine.Engine:_connection_begin_impl:2699 | Thread 1468 | BEGIN (implicit)
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.803 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.804 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 6.626s ago] (UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.805 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT user_1.id AS user_1_id, roles.id AS roles_id, roles.name AS roles_name, roles.description AS roles_description, roles.created_at AS roles_created_at 
FROM "user" AS user_1 JOIN user_roles AS user_roles_1 ON user_1.id = user_roles_1.user_id JOIN roles ON roles.id = user_roles_1.role_id 
WHERE user_1.id IN ($1::UUID)
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.805 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 6.624s ago] (UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.806 | INFO | root:get_user_by_id:44 | Thread 1468 | Попытка получение пользователя с UUID: c7b0e966-debb-403b-be3e-5d6445d88f86
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.807 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.807 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 6.62s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:04.808 | INFO | sqlalchemy.engine.Engine:_connection_rollback_impl:2702 | Thread 1468 | ROLLBACK
IP: 127.0.0.1 | 2024-09-04 | 15:24:05.136 | INFO | sqlalchemy.engine.Engine:_connection_begin_impl:2699 | Thread 1468 | BEGIN (implicit)
IP: 127.0.0.1 | 2024-09-04 | 15:24:05.136 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:24:05.136 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 6.958s ago] (UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:05.137 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT user_1.id AS user_1_id, roles.id AS roles_id, roles.name AS roles_name, roles.description AS roles_description, roles.created_at AS roles_created_at 
FROM "user" AS user_1 JOIN user_roles AS user_roles_1 ON user_1.id = user_roles_1.user_id JOIN roles ON roles.id = user_roles_1.role_id 
WHERE user_1.id IN ($1::UUID)
IP: 127.0.0.1 | 2024-09-04 | 15:24:05.137 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 6.957s ago] (UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:05.138 | INFO | root:get_user_by_id:44 | Thread 1468 | Попытка получение пользователя с UUID: c7b0e966-debb-403b-be3e-5d6445d88f86
IP: 127.0.0.1 | 2024-09-04 | 15:24:05.138 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:24:05.139 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 6.952s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:05.139 | INFO | sqlalchemy.engine.Engine:_connection_rollback_impl:2702 | Thread 1468 | ROLLBACK
IP: 127.0.0.1 | 2024-09-04 | 15:24:05.366 | INFO | sqlalchemy.engine.Engine:_connection_begin_impl:2699 | Thread 1468 | BEGIN (implicit)
IP: 127.0.0.1 | 2024-09-04 | 15:24:05.366 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:24:05.367 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 7.19s ago] (UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:05.369 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT user_1.id AS user_1_id, roles.id AS roles_id, roles.name AS roles_name, roles.description AS roles_description, roles.created_at AS roles_created_at 
FROM "user" AS user_1 JOIN user_roles AS user_roles_1 ON user_1.id = user_roles_1.user_id JOIN roles ON roles.id = user_roles_1.role_id 
WHERE user_1.id IN ($1::UUID)
IP: 127.0.0.1 | 2024-09-04 | 15:24:05.369 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 7.188s ago] (UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:05.370 | INFO | root:get_user_by_id:44 | Thread 1468 | Попытка получение пользователя с UUID: c7b0e966-debb-403b-be3e-5d6445d88f86
IP: 127.0.0.1 | 2024-09-04 | 15:24:05.370 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:24:05.371 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 7.184s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:05.371 | INFO | sqlalchemy.engine.Engine:_connection_rollback_impl:2702 | Thread 1468 | ROLLBACK
IP: 127.0.0.1 | 2024-09-04 | 15:24:13.001 | INFO | sqlalchemy.engine.Engine:_connection_begin_impl:2699 | Thread 1468 | BEGIN (implicit)
IP: 127.0.0.1 | 2024-09-04 | 15:24:13.001 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:24:13.002 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 14.82s ago] (UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:13.003 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT user_1.id AS user_1_id, roles.id AS roles_id, roles.name AS roles_name, roles.description AS roles_description, roles.created_at AS roles_created_at 
FROM "user" AS user_1 JOIN user_roles AS user_roles_1 ON user_1.id = user_roles_1.user_id JOIN roles ON roles.id = user_roles_1.role_id 
WHERE user_1.id IN ($1::UUID)
IP: 127.0.0.1 | 2024-09-04 | 15:24:13.003 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 14.82s ago] (UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:13.004 | INFO | root:get_user_by_id:44 | Thread 1468 | Попытка получение пользователя с UUID: c7b0e966-debb-403b-be3e-5d6445d88f86
IP: 127.0.0.1 | 2024-09-04 | 15:24:13.004 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:24:13.004 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 14.82s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:13.005 | INFO | sqlalchemy.engine.Engine:_connection_rollback_impl:2702 | Thread 1468 | ROLLBACK
IP: 127.0.0.1 | 2024-09-04 | 15:24:33.756 | INFO | sqlalchemy.engine.Engine:_connection_begin_impl:2699 | Thread 1468 | BEGIN (implicit)
IP: 127.0.0.1 | 2024-09-04 | 15:24:33.756 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:24:33.757 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 35.58s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:33.758 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT user_1.id AS user_1_id, roles.id AS roles_id, roles.name AS roles_name, roles.description AS roles_description, roles.created_at AS roles_created_at 
FROM "user" AS user_1 JOIN user_roles AS user_roles_1 ON user_1.id = user_roles_1.user_id JOIN roles ON roles.id = user_roles_1.role_id 
WHERE user_1.id IN ($1::UUID)
IP: 127.0.0.1 | 2024-09-04 | 15:24:33.758 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 35.58s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:33.760 | INFO | root:get_user_by_id:44 | Thread 1468 | Попытка получение пользователя с UUID: f5977bbc-f96b-401a-9ee4-81c2b8154d27
IP: 127.0.0.1 | 2024-09-04 | 15:24:33.760 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:24:33.761 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 35.57s ago] (UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:33.761 | ERROR | root:get_user_by_id:54 | Thread 1468 | Доступ запрещен: У вас недостаточно прав
IP: 127.0.0.1 | 2024-09-04 | 15:24:33.762 | INFO | sqlalchemy.engine.Engine:_connection_rollback_impl:2702 | Thread 1468 | ROLLBACK
IP: 127.0.0.1 | 2024-09-04 | 15:24:34.755 | INFO | sqlalchemy.engine.Engine:_connection_begin_impl:2699 | Thread 1468 | BEGIN (implicit)
IP: 127.0.0.1 | 2024-09-04 | 15:24:34.755 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:24:34.756 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 36.58s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:34.757 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT user_1.id AS user_1_id, roles.id AS roles_id, roles.name AS roles_name, roles.description AS roles_description, roles.created_at AS roles_created_at 
FROM "user" AS user_1 JOIN user_roles AS user_roles_1 ON user_1.id = user_roles_1.user_id JOIN roles ON roles.id = user_roles_1.role_id 
WHERE user_1.id IN ($1::UUID)
IP: 127.0.0.1 | 2024-09-04 | 15:24:34.758 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 36.58s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:34.759 | INFO | root:get_user_by_id:44 | Thread 1468 | Попытка получение пользователя с UUID: f5977bbc-f96b-401a-9ee4-81c2b8154d27
IP: 127.0.0.1 | 2024-09-04 | 15:24:34.760 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:24:34.760 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 36.57s ago] (UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'),)
IP: 127.0.0.1 | 2024-09-04 | 15:24:34.761 | ERROR | root:get_user_by_id:54 | Thread 1468 | Доступ запрещен: У вас недостаточно прав
IP: 127.0.0.1 | 2024-09-04 | 15:24:34.761 | INFO | sqlalchemy.engine.Engine:_connection_rollback_impl:2702 | Thread 1468 | ROLLBACK
IP: 127.0.0.1 | 2024-09-04 | 15:25:51.735 | INFO | sqlalchemy.engine.Engine:_connection_begin_impl:2699 | Thread 1468 | BEGIN (implicit)
IP: 127.0.0.1 | 2024-09-04 | 15:25:51.736 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:25:51.736 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 113.6s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:25:51.736 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT user_1.id AS user_1_id, roles.id AS roles_id, roles.name AS roles_name, roles.description AS roles_description, roles.created_at AS roles_created_at 
FROM "user" AS user_1 JOIN user_roles AS user_roles_1 ON user_1.id = user_roles_1.user_id JOIN roles ON roles.id = user_roles_1.role_id 
WHERE user_1.id IN ($1::UUID)
IP: 127.0.0.1 | 2024-09-04 | 15:25:51.737 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [cached since 113.6s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:25:51.738 | INFO | root:delete_user:106 | Thread 1468 | Попытка удаления пользователя с UUID: f5977bbc-f96b-401a-9ee4-81c2b8154d27
IP: 127.0.0.1 | 2024-09-04 | 15:25:51.739 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID AND (EXISTS (SELECT 1 
FROM roles, user_roles 
WHERE "user".id = user_roles.user_id AND roles.id = user_roles.role_id AND roles.name = $2::VARCHAR))
IP: 127.0.0.1 | 2024-09-04 | 15:25:51.739 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 1468 | [generated in 0.00038s] (UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'), 'USER')
IP: 127.0.0.1 | 2024-09-04 | 15:25:51.740 | ERROR | root:delete_user:112 | Thread 1468 | Доступ запрещен: У вас недостаточно прав
IP: 127.0.0.1 | 2024-09-04 | 15:25:51.740 | INFO | sqlalchemy.engine.Engine:_connection_rollback_impl:2702 | Thread 1468 | ROLLBACK
IP: 127.0.0.1 | 2024-09-04 | 15:27:19.140 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | select pg_catalog.version()
IP: 127.0.0.1 | 2024-09-04 | 15:27:19.140 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [raw sql] ()
IP: 127.0.0.1 | 2024-09-04 | 15:27:19.141 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | select current_schema()
IP: 127.0.0.1 | 2024-09-04 | 15:27:19.142 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [raw sql] ()
IP: 127.0.0.1 | 2024-09-04 | 15:27:19.142 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | show standard_conforming_strings
IP: 127.0.0.1 | 2024-09-04 | 15:27:19.142 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [raw sql] ()
IP: 127.0.0.1 | 2024-09-04 | 15:27:19.142 | INFO | sqlalchemy.engine.Engine:_connection_begin_impl:2699 | Thread 12976 | BEGIN (implicit)
IP: 127.0.0.1 | 2024-09-04 | 15:27:19.145 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:27:19.146 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [generated in 0.00031s] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:27:19.149 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | SELECT user_1.id AS user_1_id, roles.id AS roles_id, roles.name AS roles_name, roles.description AS roles_description, roles.created_at AS roles_created_at 
FROM "user" AS user_1 JOIN user_roles AS user_roles_1 ON user_1.id = user_roles_1.user_id JOIN roles ON roles.id = user_roles_1.role_id 
WHERE user_1.id IN ($1::UUID)
IP: 127.0.0.1 | 2024-09-04 | 15:27:19.149 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [generated in 0.00031s] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:27:19.150 | INFO | root:get_user_by_id:44 | Thread 12976 | Попытка получение пользователя с UUID: f5977bbc-f96b-401a-9ee4-81c2b8154d27
IP: 127.0.0.1 | 2024-09-04 | 15:27:19.151 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE (EXISTS (SELECT 1 
FROM roles, user_roles 
WHERE "user".id = user_roles.user_id AND roles.id = user_roles.role_id AND roles.name = $1::VARCHAR)) AND "user".id = $2::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:27:19.152 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [generated in 0.00062s] ('USER', UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'))
IP: 127.0.0.1 | 2024-09-04 | 15:27:19.154 | ERROR | root:get_user_by_id:51 | Thread 12976 | Пользователь c UUID: f5977bbc-f96b-401a-9ee4-81c2b8154d27 не найден
IP: 127.0.0.1 | 2024-09-04 | 15:27:19.154 | INFO | sqlalchemy.engine.Engine:_connection_rollback_impl:2702 | Thread 12976 | ROLLBACK
IP: 127.0.0.1 | 2024-09-04 | 15:27:20.847 | INFO | sqlalchemy.engine.Engine:_connection_begin_impl:2699 | Thread 12976 | BEGIN (implicit)
IP: 127.0.0.1 | 2024-09-04 | 15:27:20.848 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:27:20.848 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [cached since 1.702s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:27:20.850 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | SELECT user_1.id AS user_1_id, roles.id AS roles_id, roles.name AS roles_name, roles.description AS roles_description, roles.created_at AS roles_created_at 
FROM "user" AS user_1 JOIN user_roles AS user_roles_1 ON user_1.id = user_roles_1.user_id JOIN roles ON roles.id = user_roles_1.role_id 
WHERE user_1.id IN ($1::UUID)
IP: 127.0.0.1 | 2024-09-04 | 15:27:20.850 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [cached since 1.701s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:27:20.851 | INFO | root:get_user_by_id:44 | Thread 12976 | Попытка получение пользователя с UUID: f5977bbc-f96b-401a-9ee4-81c2b8154d27
IP: 127.0.0.1 | 2024-09-04 | 15:27:20.852 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE (EXISTS (SELECT 1 
FROM roles, user_roles 
WHERE "user".id = user_roles.user_id AND roles.id = user_roles.role_id AND roles.name = $1::VARCHAR)) AND "user".id = $2::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:27:20.852 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [cached since 1.7s ago] ('USER', UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'))
IP: 127.0.0.1 | 2024-09-04 | 15:27:20.853 | ERROR | root:get_user_by_id:51 | Thread 12976 | Пользователь c UUID: f5977bbc-f96b-401a-9ee4-81c2b8154d27 не найден
IP: 127.0.0.1 | 2024-09-04 | 15:27:20.854 | INFO | sqlalchemy.engine.Engine:_connection_rollback_impl:2702 | Thread 12976 | ROLLBACK
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.270 | INFO | sqlalchemy.engine.Engine:_connection_begin_impl:2699 | Thread 12976 | BEGIN (implicit)
